Food,Ingredient,Origin
Afghan_biscuit,Sugar,New_Zealand
Afghan_biscuit,Walnut,New_Zealand
Afghan_biscuit,Cocoa_solids,New_Zealand
Rassolnik,Kidney,Russia
Rassolnik,Pearl_barley,Russia
Rassolnik,Pickled_cucumber,Russia
Nasi_ambeng,Rice_vermicelli,Malaysia
Nasi_ambeng,Salt-cured_meat,Malaysia
Nasi_ambeng,Frikadeller,Malaysia
Nasi_ambeng,Opor_ayam,Malaysia
Nasi_ambeng,Sambal,Malaysia
Nasi_ambeng,Tempeh,Malaysia
Nasi_ambeng,Rempeyek,Malaysia
Nasi_ambeng,Urap,Malaysia
Tomato_bredie,Cardamom,South_Africa
Tomato_bredie,Cinnamon,South_Africa
Tomato_bredie,Clove,South_Africa
Tomato_bredie,Ginger,South_Africa
Tomato_bredie,Chili_powder,South_Africa
Tomato_bredie,Lamb_and_mutton,South_Africa
Crab_in_oyster_sauce,Crab,Philippines
Crab_in_oyster_sauce,Ginger,Philippines
Crab_in_oyster_sauce,Scallion,Philippines
Crab_in_oyster_sauce,Garlic,Philippines
Crab_in_oyster_sauce,Oyster_sauce,Philippines
Crab_in_oyster_sauce,Crab,Singapore
Crab_in_oyster_sauce,Ginger,Singapore
Crab_in_oyster_sauce,Scallion,Singapore
Crab_in_oyster_sauce,Garlic,Singapore
Crab_in_oyster_sauce,Oyster_sauce,Singapore
Ginataan,Coconut_milk,Philippines
Kochi_(kuih),Glutinous_rice,Malaysia
Kochi_(kuih),Glutinous_rice,Singapore
Mas_huni,Tuna,Maldives
Alivenci,Butter,Moldova
Alivenci,Milk,Moldova
Alivenci,Cream_cheese,Moldova
Alivenci,Egg_(food),Moldova
Alivenci,Cornmeal,Moldova
Alivenci,Smântână,Moldova
Alivenci,Butter,Romania
Alivenci,Milk,Romania
Alivenci,Cream_cheese,Romania
Alivenci,Egg_(food),Romania
Alivenci,Cornmeal,Romania
Alivenci,Smântână,Romania
Sausage_sizzle,Sausage,New_Zealand
Sausage_sizzle,Sliced_bread,New_Zealand
Soyo_(Paraguay),Meat,Paraguay
Soyo_(Paraguay),Spice,Paraguay
Soyo_(Paraguay),Vegetable,Paraguay
Zakuski,Salad,Russia
Zakuski,Open_sandwich,Russia
Zakuski,Pirozhki,Russia
Zakuski,Caviar,Russia
Zakuski,Cheese,Russia
Zakuski,Bread,Russia
Zakuski,Cold_cut,Russia
Zakuski,Pickling,Russia
Zakuski,Cured_fish,Russia
Zakuski,Pihtije,Russia
Zakuski,Canapé,Russia
Moorkop,Chocolate,Netherlands
Moorkop,Profiterole,Netherlands
Moorkop,Whipped_cream,Netherlands
Khebz,Flour,Lebanon
Khebz,Water,Lebanon
Tarasari,Sugar,Nepal
Baye_baye,Coconut,Philippines
Baye_baye,Rice,Philippines
Ginanggang,Butter,Philippines
Ginanggang,Banana,Philippines
Ginanggang,Sugar,Philippines
Ginanggang,Margarine,Philippines
Amplang,Tapioca,Malaysia
Amplang,Spice,Malaysia
Amplang,Wahoo,Malaysia
Amplang,Spanish_mackerel,Malaysia
Gajar_Ka_Halwa,Milk,Pakistan
Gajar_Ka_Halwa,Ghee,Pakistan
Taco,Cheese,Mexico
Taco,Meat,Mexico
Taco,Vegetable,Mexico
Taco,Tortilla,Mexico
Balushahi,Clarified_butter,Nepal
Balushahi,Sugar,Nepal
Balushahi,Maida_flour,Nepal
Balushahi,Clarified_butter,Pakistan
Balushahi,Sugar,Pakistan
Balushahi,Maida_flour,Pakistan
Mofongo,Cooking_plantain,Puerto_Rico
Mofongo,Olive_oil,Puerto_Rico
Mofongo,Chicharrón,Puerto_Rico
Mango_pudding,Agar,Macau
Mango_pudding,Gelatin,Macau
Mango_pudding,Sugar,Macau
Mango_pudding,Mango,Macau
Mango_pudding,Evaporated_milk,Macau
Tiger_bread,Flour,Netherlands
Tiger_bread,Rice,Netherlands
Tiger_bread,Sesame_oil,Netherlands
Zoervleis,Gingerbread,Netherlands
Zoervleis,Meat,Netherlands
Zoervleis,Vinegar,Netherlands
Zoervleis,Apple_syrup,Netherlands
Claypot_chicken_rice,Chinese_sausage,Malaysia
Claypot_chicken_rice,Chicken,Malaysia
Claypot_chicken_rice,Rice,Malaysia
Claypot_chicken_rice,Chinese_sausage,Singapore
Claypot_chicken_rice,Chicken,Singapore
Claypot_chicken_rice,Rice,Singapore
Kibbeh_nayyeh,Bulgur,Lebanon
Kibbeh_nayyeh,Beef,Lebanon
Kibbeh_nayyeh,Spice,Lebanon
Kibbeh_nayyeh,Lamb_and_mutton,Lebanon
Maqluba,Tomato,Lebanon
Boerenjongens,Brandy,Netherlands
Boerenjongens,Raisin,Netherlands
Bulalo,Cabbage,Philippines
Bulalo,Fish_sauce,Philippines
Bulalo,Beef,Philippines
Bulalo,Garlic,Philippines
Bulalo,Maize,Philippines
Bulalo,Onion,Philippines
Bulalo,Potato,Philippines
Bulalo,Chinese_cabbage,Philippines
Bulalo,Lemon,Philippines
Lontong,Banana_leaf,Malaysia
Lontong,Banana_leaf,Singapore
Obara,Human_gastrointestinal_tract,Slovenia
Obara,Meat,Slovenia
Obara,Vegetable,Slovenia
Cincin,Sugar,Malaysia
Cincin,Water,Malaysia
Cincin,Cyrtostachys_renda,Malaysia
Cincin,Rice_flour,Malaysia
Cincin,Cooking_oil,Malaysia
Cincin,Palm_sugar,Malaysia
Fish_soup_bee_hoon,Mackerel,Singapore
Fish_soup_bee_hoon,Rice_vermicelli,Singapore
Fish_soup_bee_hoon,Pomfret,Singapore
Fish_soup_bee_hoon,Milk,Singapore
Fish_soup_bee_hoon,Yam_(vegetable),Singapore
Fish_soup_bee_hoon,Fish_as_food,Singapore
Stoemp,Potato,Netherlands
Stoemp,Vegetable,Netherlands
Hinava,Birds_eye_chili,Malaysia
Hinava,Fish,Malaysia
Hinava,Red_onion,Malaysia
Hinava,Salt,Malaysia
Hinava,Lime_(fruit),Malaysia
Piaya_(food),Flour,Philippines
Piaya_(food),Muscovado,Philippines
Cuajada,Milk,Spain
Cuajada,Sheep_milk,Spain
Pira_caldo,Bell_pepper,Paraguay
Pira_caldo,Fat,Paraguay
Pira_caldo,Onion,Paraguay
Pira_caldo,Tomato,Paraguay
Pira_caldo,Fish,Paraguay
Quesito,Puff_pastry,Puerto_Rico
Quesito,Cheese,Puerto_Rico
Quesito,Sugar,Puerto_Rico
Quesito,Vanilla,Puerto_Rico
Quesito,Egg_(food),Puerto_Rico
Russian_candy,Cream,Russia
Russian_candy,Sugar,Russia
Cameo_Creme,Coconut,New_Zealand
Cameo_Creme,Flour,New_Zealand
Cameo_Creme,Sugar,New_Zealand
Cameo_Creme,Cocoa_solids,New_Zealand
Curry_puff,Curry,Malaysia
Curry_puff,Potato,Malaysia
Curry_puff,Chicken_(food),Malaysia
Curry_puff,Curry,Singapore
Curry_puff,Potato,Singapore
Curry_puff,Chicken_(food),Singapore
King_Kong_milk_candy,Butter,Peru
King_Kong_milk_candy,Flour,Peru
King_Kong_milk_candy,Milk,Peru
King_Kong_milk_candy,Egg_(food),Peru
Otak-otak,Fish_as_food,Malaysia
Otak-otak,Fish_as_food,Singapore
Stip_(dish),Bacon,Netherlands
Stip_(dish),Syrup,Netherlands
Stip_(dish),Buckwheat,Netherlands
Portuguese_sweet_bread,Butter,Portugal
Portuguese_sweet_bread,Flour,Portugal
Portuguese_sweet_bread,Milk,Portugal
Portuguese_sweet_bread,Sugar,Portugal
Portuguese_sweet_bread,Yeast,Portugal
Portuguese_sweet_bread,Salt,Portugal
Portuguese_sweet_bread,Egg_(food),Portugal
Chimichanga,Cheese,Mexico
Chimichanga,Rice,Mexico
Chimichanga,Tortilla,Mexico
Chimichanga,Adobada,Mexico
Chimichanga,Machaca,Mexico
Papo-de-anjo,Sugar,Portugal
Papo-de-anjo,Yolk,Portugal
Curry_Mee,Chili_pepper,Singapore
Curry_Mee,Noodle,Singapore
Curry_Mee,Rice_vermicelli,Singapore
Curry_Mee,Mentha,Singapore
Curry_Mee,Sambal,Singapore
Curry_Mee,Coconut_milk,Singapore
Curry_Mee,Egg_(food),Singapore
Curry_Mee,Chicken_(food),Singapore
Curry_Mee,Cuttlefish,Singapore
Curry_Mee,Tofu,Singapore
Curry_Mee,Prawn,Singapore
Kaymak,Water_buffalo,Montenegro
Kaymak,Milk,Montenegro
Kaymak,Water_buffalo,Serbia
Kaymak,Milk,Serbia
Tepache,Pineapple,Mexico
Tepache,Panela,Mexico
Trinxat,Cabbage,Spain
Trinxat,Potato,Spain
Trinxat,Pork,Spain
Pljeskavica,Beef,Serbia
Pljeskavica,Veal,Serbia
Pljeskavica,Onion,Serbia
Pljeskavica,Pork,Serbia
Pljeskavica,Lamb_and_mutton,Serbia
Bicol_Express,Chili_pepper,Philippines
Bicol_Express,Garlic,Philippines
Bicol_Express,Onion,Philippines
Bicol_Express,Pork,Philippines
Bicol_Express,Coconut_milk,Philippines
Bicol_Express,Stockfish,Philippines
Bicol_Express,Shrimp_paste,Philippines
Fish_cracker,Spice,Malaysia
Fish_cracker,Fish,Malaysia
Cocadas,Coconut,Mexico
Cocadas,Condensed_milk,Mexico
Cocadas,Sugar,Mexico
Cocadas,Coconut_milk,Mexico
Cocadas,Egg_(food),Mexico
Cocadas,Food_coloring,Mexico
Cocadas,Brown_sugar,Mexico
Espetada,Meat,Portugal
Taho,Sago,Philippines
Taho,Brown_sugar,Philippines
Taho,Tofu,Philippines
Roze_koek,Cake,Netherlands
Roze_koek,Fondant_icing,Netherlands
Serbian_salad,Feta,Serbia
Serbian_salad,Olive_oil,Serbia
Serbian_salad,Cucumber,Serbia
Serbian_salad,Onion,Serbia
Serbian_salad,Tomato,Serbia
Serbian_salad,Feferon,Serbia
Nasi_lemak,Cucumber,Malaysia
Nasi_lemak,Coconut_milk,Malaysia
Nasi_lemak,Cucumber,Singapore
Nasi_lemak,Coconut_milk,Singapore
Roti_canai,Flour,Malaysia
Roti_canai,Flour,Singapore
Churro,Flour,Portugal
Churro,Flour,Spain
Fabada_asturiana,Phaseolus_vulgaris,Spain
Samosa,Chili_pepper,South_Africa
Samosa,Cheese,South_Africa
Samosa,Beef,South_Africa
Samosa,Meat,South_Africa
Samosa,Spice,South_Africa
Samosa,Onion,South_Africa
Samosa,Pea,South_Africa
Samosa,Potato,South_Africa
Samosa,Maida_flour,South_Africa
Empanada,Pastry,Philippines
Empanada,Stuffing,Philippines
Korma,Yogurt,Pakistan
Korma,Cream,Pakistan
Feijoada,Beef,Portugal
Feijoada,Pork,Portugal
Feijoada,Phaseolus_vulgaris,Portugal
Gudeg,Chicken,Singapore
Gudeg,Jackfruit,Singapore
Gudeg,Coconut_milk,Singapore
Gudeg,Tempeh,Singapore
Gudeg,Egg_(food),Singapore
Gudeg,Palm_sugar,Singapore
Moussaka,Meat,Romania
Moussaka,Potato,Romania
Moussaka,Eggplant,Romania
Moussaka,Meat,Serbia
Moussaka,Potato,Serbia
Moussaka,Eggplant,Serbia
Birria,Lamb_and_mutton,Mexico
Birria,Goat_meat,Mexico
Aloo_tikki,Onion,Pakistan
Aloo_tikki,Potato,Pakistan
Covrigi,Flour,Romania
Covrigi,Water,Romania
Covrigi,Poppy_seed,Romania
Covrigi,Sesame,Romania
Kinilnat,Cabbage,Philippines
Kinilnat,Fern,Philippines
Kinilnat,Taro,Philippines
Kinilnat,Sesbania_grandiflora,Philippines
Kinilnat,Winged_bean,Philippines
Kinilnat,Momordica_charantia,Philippines
Kinilnat,Green_bean,Philippines
Kinilnat,Moringa_oleifera,Philippines
Kinilnat,Vegetable,Philippines
Kotlet_schabowy,Flour,Poland
Kotlet_schabowy,Turkey_(bird),Poland
Kotlet_schabowy,Chicken,Poland
Kotlet_schabowy,Spice,Poland
Kotlet_schabowy,Lard,Poland
Kotlet_schabowy,Pork,Poland
Kotlet_schabowy,Egg_(food),Poland
Kotlet_schabowy,Oil,Poland
Kotlet_schabowy,Bread_crumbs,Poland
Ruske_kape,Coconut,Serbia
Ruske_kape,Chocolate,Serbia
Cajeta,Goat,Mexico
Pandesal,Flour,Philippines
Pandesal,Sugar,Philippines
Pandesal,Egg_(food),Philippines
Pandesal,Bakers_yeast,Philippines
Pinchitos,Pork,Spain
Pinchitos,Chicken_(food),Spain
Torta_Tre_Monti,Chocolate,San_Marino
Torta_Tre_Monti,Wafer,San_Marino
Torta_Tre_Monti,Hazelnut,San_Marino
Bubur_kacang_hijau,Sucrose,Malaysia
Bubur_kacang_hijau,Coconut_milk,Malaysia
Bubur_kacang_hijau,Mung_bean,Malaysia
Bubur_kacang_hijau,Palm_sugar,Malaysia
Chipa,Cassava,Paraguay
Chipa,Cheese,Paraguay
Chipa,Maize,Paraguay
Phat_si-io,Kai-lan,Laos
Phat_si-io,Beef,Laos
Phat_si-io,Shahe_fen,Laos
Phat_si-io,Pork,Laos
Phat_si-io,Egg_(food),Laos
Phat_si-io,Chicken_(food),Laos
Rookworst,Pork,Netherlands
Xuixo,Sugar,Spain
Xuixo,Crème_brûlée,Spain
Salmorejo,Bread,Spain
Salmorejo,Vinegar,Spain
Salmorejo,Garlic,Spain
Salmorejo,Tomato,Spain
Esgarrat,Bell_pepper,Spain
Esgarrat,Olive_oil,Spain
Esgarrat,Garlic,Spain
Esgarrat,Dried_and_salted_cod,Spain
Esgarrat,Olive,Spain
Krentjebrij,Berry,Netherlands
Krentjebrij,Honey,Netherlands
Krentjebrij,Sugar,Netherlands
Krentjebrij,Water,Netherlands
Krentjebrij,Blackcurrant,Netherlands
Krentjebrij,Redcurrant,Netherlands
Krentjebrij,Pearl_barley,Netherlands
Krentjebrij,Bilberry,Netherlands
Magiun_of_Topoloveni,Plum,Romania
Olla_podrida,Meat,Spain
Olla_podrida,Vegetable,Spain
Olla_podrida,Pork_and_beans,Spain
Caparrones,Kidney_bean,Spain
Caparrones,Chorizo,Spain
Mojama,Tuna,Spain
Shami_kebab,Spice,Pakistan
Ukha,Potato,Russia
Ukha,Salmon_as_food,Russia
Ukha,Leek,Russia
Ukha,Fish_as_food,Russia
Ukha,List_of_root_vegetables,Russia
Ukha,Cod_as_food,Russia
Ambuyat,Sago,Malaysia
Espasol,Coconut,Philippines
Espasol,Rice_flour,Philippines
Espasol,Coconut_milk,Philippines
Khichra,Meat,Pakistan
Khichra,Spice,Pakistan
Khichra,Lentil,Pakistan
Vori_vori,Cheese,Paraguay
Vori_vori,Broth,Paraguay
Vori_vori,Stock_(food),Paraguay
Vori_vori,Cornmeal,Paraguay
Funkaso,Butter,Nigeria
Funkaso,Millet,Nigeria
Funkaso,Sugar,Nigeria
Callos,Bell_pepper,Spain
Callos,Tripe,Spain
Callos,Chorizo,Spain
Callos,Chickpea,Spain
Ube_halaya,Butter,Philippines
Ube_halaya,Condensed_milk,Philippines
Ube_halaya,Coconut_milk,Philippines
Batchoy,Noodle,Philippines
Batchoy,Shrimp,Philippines
Batchoy,Beef,Philippines
Batchoy,Chicken,Philippines
Batchoy,Pork,Philippines
Batchoy,Vegetable,Philippines
Lard_na,Broccoli,Laos
Lard_na,Beef,Laos
Lard_na,Shahe_fen,Laos
Lard_na,Pork,Laos
Lard_na,Volvariella_volvacea,Laos
Lard_na,Chicken_(food),Laos
Lard_na,Vegetable,Laos
Lard_na,Tofu,Laos
Sfouf,Pine_nut,Lebanon
Sfouf,Sugar,Lebanon
Sfouf,Turmeric,Lebanon
Sfouf,Semolina,Lebanon
Sour_rye_soup,Bacon,Poland
Sour_rye_soup,Sausage,Poland
Sour_rye_soup,Ham,Poland
Sour_rye_soup,Fermentation_in_food_processing,Poland
Soused_herring,Herring,Netherlands
Soused_herring,Spice,Netherlands
Soused_herring,Sugar,Netherlands
Soused_herring,Tea,Netherlands
Soused_herring,Vinegar,Netherlands
Soused_herring,Wine,Netherlands
Soused_herring,Herb,Netherlands
Soused_herring,Cider,Netherlands
Amandine_(dessert),Chocolate,Romania
Amandine_(dessert),Sponge_cake,Romania
Amandine_(dessert),Almond,Romania
Baked_milk,Milk,Russia
Nachos,Processed_cheese,Mexico
Nachos,Tortilla_chip,Mexico
Nachos,Salsa_(sauce),Mexico
Nachos,Grated_cheese,Mexico
Quesadilla,Refried_beans,Mexico
Quesadilla,Cheese,Mexico
Quesadilla,Meat,Mexico
Quesadilla,Avocado,Mexico
Quesadilla,Tortilla,Mexico
Mas_riha,Tuna,Maldives
Yusheng,Salmon,Singapore
Nata_de_coco,Coconut_water,Philippines
Feu_(food),Beef,Laos
Feu_(food),Chicken,Laos
Feu_(food),Seafood,Laos
Feu_(food),Pork,Laos
Feu_(food),Rice_noodles,Laos
Mi_rebus,Gravy,Singapore
Mi_rebus,Noodle,Singapore
Mi_rebus,Curry_powder,Singapore
Mi_rebus,Shrimp,Singapore
Mi_rebus,Water,Singapore
Mi_rebus,Soybean,Singapore
Mi_rebus,Peanut,Singapore
Drunken_noodles,Chili_pepper,Laos
Drunken_noodles,Fish_sauce,Laos
Drunken_noodles,Soy_sauce,Laos
Drunken_noodles,Meat,Laos
Drunken_noodles,Seafood,Laos
Drunken_noodles,Garlic,Laos
Drunken_noodles,Shahe_fen,Laos
Drunken_noodles,Bean_sprout,Laos
Drunken_noodles,Ocimum_tenuiflorum,Laos
Drunken_noodles,Tofu,Laos
Hopje,Butter,Netherlands
Hopje,Caramel,Netherlands
Hopje,Cream,Netherlands
Hopje,Coffee,Netherlands
Panada,Bread,Spain
Pineapple_Lumps,Pineapple,New_Zealand
Pineapple_Lumps,Chocolate,New_Zealand
Pineapple_Lumps,Sugar,New_Zealand
Sope,Refried_beans,Mexico
Sope,Green,Mexico
Sope,Cheese,Mexico
Sope,Meat,Mexico
Sope,Lettuce,Mexico
Sope,Onion,Mexico
Sope,Salsa_(sauce),Mexico
Sope,Vegetable,Mexico
Sope,Corn_Flour,Mexico
Streuselkuchen,Flour,Poland
Streuselkuchen,Fat,Poland
Streuselkuchen,Sugar,Poland
Champorado,Milk,Philippines
Champorado,Sugar,Philippines
Champorado,Cocoa_solids,Philippines
Champorado,Glutinous_rice,Philippines
Cozonac,Butter,Romania
Cozonac,Milk,Romania
Cozonac,Sugar,Romania
Cozonac,Vanilla,Romania
Cozonac,Raisin,Romania
Cozonac,Hazelnut,Romania
Cozonac,Turkish_delight,Romania
Cozonac,Egg_(food),Romania
Cozonac,Walnut,Romania
Cozonac,Zest_(ingredient),Romania
Cozonac,Rum,Romania
Cozonac,Wheat_flour,Romania
Romesco,Bell_pepper,Spain
Romesco,Garlic,Spain
Romesco,Nut_(fruit),Spain
Ikan_goreng,Deep_frying,Malaysia
Ikan_goreng,Shallot,Malaysia
Ikan_goreng,Garlic,Malaysia
Ikan_goreng,Fish_as_food,Malaysia
Ikan_goreng,Coconut_oil,Malaysia
Bionico,Condensed_milk,Mexico
Bionico,Raisin,Mexico
Bionico,Granola,Mexico
Bionico,Sour_cream,Mexico
Bubur_pedas,Galangal,Malaysia
Bubur_pedas,Ginger,Malaysia
Bubur_pedas,Meat,Malaysia
Bubur_pedas,Mushroom,Malaysia
Bubur_pedas,Shallot,Malaysia
Bubur_pedas,Turmeric,Malaysia
Bubur_pedas,Carrot,Malaysia
Bubur_pedas,Garlic,Malaysia
Bubur_pedas,Onion,Malaysia
Bubur_pedas,Potato,Malaysia
Bubur_pedas,Vigna_unguiculata_subsp._sesquipedalis,Malaysia
Bubur_pedas,Bamboo_shoot,Malaysia
Bubur_pedas,Leaf_vegetable,Malaysia
Bubur_pedas,Cymbopogon,Malaysia
Bubur_pedas,Dried_shrimp,Malaysia
Bubur_pedas,Tofu,Malaysia
Kamasutra_(chocolate),Chocolate,Romania
Leche_frita,Cinnamon,Spain
Leche_frita,Flour,Spain
Leche_frita,Milk,Spain
Leche_frita,Sugar,Spain
Laksa,Rice_vermicelli,Malaysia
Laksa,Coconut_milk,Malaysia
Laksa,Rice_vermicelli,Singapore
Laksa,Coconut_milk,Singapore
Okroshka,Sausage,Russia
Okroshka,Scallion,Russia
Okroshka,Ham,Russia
Okroshka,Beef,Russia
Okroshka,Kvass,Russia
Okroshka,Veal,Russia
Okroshka,Cucumber,Russia
Okroshka,Potato,Russia
Okroshka,Egg_(food),Russia
Okroshka,Sour_cream,Russia
Pincho,Bread,Spain
Puto,Rice,Philippines
Sambal,Chili_pepper,Malaysia
Sambal,Garlic,Malaysia
Sambal,Shrimp_paste,Malaysia
Sambal,Chili_pepper,Netherlands
Sambal,Garlic,Netherlands
Sambal,Shrimp_paste,Netherlands
Sambal,Chili_pepper,Singapore
Sambal,Garlic,Singapore
Sambal,Shrimp_paste,Singapore
Aila_(liquor),Millet,Nepal
Aila_(liquor),Rice,Nepal
Aila_(liquor),Food_grain,Nepal
Ajdov_Kruh,Water,Slovenia
Ajdov_Kruh,Buckwheat,Slovenia
Ajdov_Kruh,Potato,Slovenia
Gulab_jamun,Saffron,Mauritius
Gulab_jamun,Khoa,Mauritius
Gulab_jamun,Saffron,Nepal
Gulab_jamun,Khoa,Nepal
Gulab_jamun,Saffron,Pakistan
Gulab_jamun,Khoa,Pakistan
Karelian_hot_pot,Beef,Russia
Karelian_hot_pot,Meat,Russia
Karelian_hot_pot,Black_pepper,Russia
Karelian_hot_pot,Lamb_and_mutton,Russia
Tikka_(food),Marination,Pakistan
Tikka_(food),Curry,Pakistan
Tikka_(food),Meat,Pakistan
Torte,Mousse,Spain
Torte,Fruit_preserves,Spain
Torte,Buttercream,Spain
Raita,Yogurt,Pakistan
Raita,Mentha,Pakistan
Raita,Cucumber,Pakistan
Zeeuwse_bolus,Cinnamon,Netherlands
Zeeuwse_bolus,Treacle,Netherlands
Garlic_chutney,Yogurt,Pakistan
Garlic_chutney,Garlic,Pakistan
Kugelis,Bacon,Lithuania
Kugelis,Milk,Lithuania
Kugelis,Onion,Lithuania
Kugelis,Potato,Lithuania
Kugelis,Egg_(food),Lithuania
Binignit,Sago,Philippines
Binignit,Taro,Philippines
Binignit,Banana,Philippines
Binignit,Sweet_potato,Philippines
Binignit,Coconut_milk,Philippines
Gatsby_(sandwich),French_fries,South_Africa
Gatsby_(sandwich),Meat,South_Africa
Gatsby_(sandwich),Seafood,South_Africa
Gatsby_(sandwich),Bread_roll,South_Africa
Gatsby_(sandwich),Squid_(food),South_Africa
Gatsby_(sandwich),Vienna_sausage,South_Africa
Gatsby_(sandwich),Fish_as_food,South_Africa
Gatsby_(sandwich),Chicken_(food),South_Africa
Gatsby_(sandwich),Bologna_sausage,South_Africa
Maja_blanca,Corn_starch,Philippines
Maja_blanca,Coconut_milk,Philippines
Mami_soup,Noodle,Philippines
Mami_soup,Chicken_(food),Philippines
Pinangat,Taro,Philippines
Pinangat,Meat,Philippines
Pinangat,Coconut_milk,Philippines
Coyotas,Brown_sugar,Mexico
Draw_soup,Okra,Nigeria
Draw_soup,Pepita,Nigeria
Gulaman,Agar,Philippines
Kapsalon,Gouda_cheese,Netherlands
Kapsalon,Shawarma,Netherlands
Kapsalon,French_fries,Netherlands
Kapsalon,Doner_kebab,Netherlands
Kerststol,Brandy,Netherlands
Kerststol,Butter,Netherlands
Kerststol,Cinnamon,Netherlands
Kerststol,Zante_currant,Netherlands
Kerststol,Milk,Netherlands
Kerststol,Sugar,Netherlands
Kerststol,Vanilla,Netherlands
Kerststol,Raisin,Netherlands
Kerststol,Dried_fruit,Netherlands
Kerststol,Zest_(ingredient),Netherlands
Kerststol,Bakers_yeast,Netherlands
Meghli,Cinnamon,Lebanon
Meghli,Coconut,Lebanon
Meghli,Rice,Lebanon
Meghli,Sugar,Lebanon
Meghli,Anise,Lebanon
Meghli,Caraway,Lebanon
Meghli,Almond,Lebanon
Meghli,Pistachio,Lebanon
Panjiri,Whole-wheat_flour,Pakistan
Panjiri,Sugar,Pakistan
Panjiri,Natural_gum,Pakistan
Panjiri,Dried_fruit,Pakistan
Panjiri,Ghee,Pakistan
Silvana_(food),Cashew,Philippines
Silvana_(food),Buttercream,Philippines
Torrija,Honey,Spain
Torrija,Bread,Spain
Torrija,Milk,Spain
Torrija,Olive_oil,Spain
Torrija,Spice,Spain
Torrija,Wine,Spain
Torrija,Egg_(food),Spain
Zeeuws_spek,Pork,Netherlands
Vark,Gold,Nepal
Vark,Silver,Nepal
Vark,Gold,Pakistan
Vark,Silver,Pakistan
Fairy_bread,Butter,New_Zealand
Fairy_bread,White_bread,New_Zealand
Fairy_bread,Sprinkles,New_Zealand
Fairy_bread,Margarine,New_Zealand
Fairy_bread,Nonpareils,New_Zealand
Pozole,Chili_pepper,Mexico
Pozole,Seasoning,Mexico
Pozole,Hominy,Mexico
Pozole,Meat,Mexico
Shchi,Cabbage,Russia
Shchi,Sauerkraut,Russia
Coleslaw,Cabbage,Netherlands
Coleslaw,Mayonnaise,Netherlands
Coleslaw,Vinegar,Netherlands
Coleslaw,Vinaigrette,Netherlands
Coleslaw,Vegetable_oil,Netherlands
Coleslaw,Cabbage,Poland
Coleslaw,Mayonnaise,Poland
Coleslaw,Vinegar,Poland
Coleslaw,Vinaigrette,Poland
Coleslaw,Vegetable_oil,Poland
Tortilla_chip,Water,Mexico
Tortilla_chip,Salt,Mexico
Tortilla_chip,Tortilla,Mexico
Tortilla_chip,Vegetable_oil,Mexico
Bialy_(pastry),Flour,Poland
Speculoos,Cardamom,Netherlands
Speculoos,Cinnamon,Netherlands
Speculoos,Clove,Netherlands
Speculoos,Flour,Netherlands
Speculoos,Ginger,Netherlands
Speculoos,Nutmeg,Netherlands
Speculoos,Black_pepper,Netherlands
Tabbouleh,Bulgur,Lebanon
Tabbouleh,Tomato,Lebanon
Tabbouleh,Parsley,Lebanon
Biryani,Meat,Mauritius
Biryani,Rice,Mauritius
Biryani,Dried_fruit,Mauritius
Biryani,List_of_Indian_spices,Mauritius
Biryani,Egg_(food),Mauritius
Biryani,Vegetable,Mauritius
Biryani,Curd,Mauritius
Biryani,Meat,South_Africa
Biryani,Rice,South_Africa
Biryani,Dried_fruit,South_Africa
Biryani,List_of_Indian_spices,South_Africa
Biryani,Egg_(food),South_Africa
Biryani,Vegetable,South_Africa
Biryani,Curd,South_Africa
Canarian_wrinkly_potatoes,Potato,Spain
Chilli_crab,Crab,Singapore
Sapit,Sucrose,Malaysia
Sapit,Coconut_milk,Malaysia
Sapit,Cooking_oil,Malaysia
Sapit,Egg_(food),Malaysia
Sapit,Wheat_flour,Malaysia
Sapit,Sucrose,Singapore
Sapit,Coconut_milk,Singapore
Sapit,Cooking_oil,Singapore
Sapit,Egg_(food),Singapore
Sapit,Wheat_flour,Singapore
Sliced_fish_soup,Fish,Singapore
Sliced_fish_soup,Vegetable,Singapore
Sliced_fish_soup,Prawn,Singapore
Vlokken,Chocolate,Netherlands
Ogbono_soup,Seasoning,Nigeria
Ogbono_soup,Meat,Nigeria
Ogbono_soup,Irvingia_gabonensis,Nigeria
Ogbono_soup,Leaf_vegetable,Nigeria
Ogbono_soup,Oil,Nigeria
Ogbono_soup,Celosia,Nigeria
Ogbono_soup,Vegetable,Nigeria
Cheese_roll,Cheese,New_Zealand
Cheese_roll,Bread,New_Zealand
Pancit_estacion,Annatto,Philippines
Pancit_estacion,Tinapa,Philippines
Pancit_estacion,Mung_bean,Philippines
Pancit_estacion,Kamias,Philippines
Chataamari,Rice_flour,Nepal
Rasol_(Romanian_dish),Beef,Romania
Rasol_(Romanian_dish),Meat,Romania
Rasol_(Romanian_dish),Onion,Romania
Rasol_(Romanian_dish),Potato,Romania
Rasol_(Romanian_dish),Tomato,Romania
Rasol_(Romanian_dish),Pork,Romania
Rasol_(Romanian_dish),Vegetable,Romania
Sarawak_cake,Butter,Malaysia
Sarawak_cake,Milk,Malaysia
Sarawak_cake,Fruit_preserves,Malaysia
Sarawak_cake,Egg_(food),Malaysia
Sarawak_cake,Vegetable_oil,Malaysia
Chocolate_sandwich,Chocolate,Mexico
Chocolate_sandwich,Bread,Mexico
